49518	POLYGON((29.954%20-2.331%2C%2029.698%20-2.822%2C%2029.369%20-2.841%2C%2029.142%20-2.594%2C%2029.032%20-2.75%2C%2028.857%20-2.53%2C%2029.088%20-2.28%2C%2029.132%20-1.865%2C%2029.454%20-1.502%2C%2029.721%20-1.346%2C%2029.819%20-1.315%2C%2030.047%20-1.436%2C%2030.353%20-1.064%2C%2030.467%20-1.168%2C%2030.72%20-1.433%2C%2030.828%20-1.857%2C%2030.896%20-2.079%2C%2030.77%20-2.389%2C%2030.655%20-2.413%2C%2030.393%20-2.311%2C%2030.222%20-2.349%2C%2030%20-2.348%2C%2029.954%20-2.331))
51537	GEOMETRYCOLLECTION%28POLYGON%20%28%2843.249%2011.47%2C%2043.505%2011.206%2C%2044.278%2010.448%2C%2044.74%2010.46%2C%2045.324%2010.665%2C%2045.76%2010.875%2C%2046.25%2010.786%2C%2046.448%2010.689%2C%2047.399%2011.18%2C%2047.692%2011.099%2C%2048.338%2011.272%2C%2048.654%2011.329%2C%2049.429%2011.342%2C%2050.086%2011.512%2C%2050.559%2011.901%2C%2051.277%2011.837%2C%2051.077%2011.189%2C%2051.114%2010.974%2C%2051.099%2010.487%2C%2051.192%2010.477%2C%2051.413%2010.452%2C%2051.212%2010.426%2C%2050.899%2010.023%2C%2050.836%209.433%2C%2050.638%209.074%2C%2050.32%208.53%2C%2049.827%207.942%2C%2049.219%206.758%2C%2049.041%206.15%2C%2048.202%204.903%2C%2046.764%203.16%2C%2045.004%201.861%2C%2043.489%200.65%2C%2041.558%20-1.675%2C%2040.998%20-0.866%2C%2041.337%203.167%2C%2042.074%204.176%2C%2042.98%204.521%2C%2043.686%204.892%2C%2044.951%204.902%2C%2047.988%208.004%2C%2044.011%209.007%2C%2043.583%209.336%2C%2043.387%209.557%2C%2043.216%209.881%2C%2043.009%2010.088%2C%2042.786%2010.456%2C%2042.944%2011.002%2C%2043.249%2011.47%29%29%29
